0,0,0,0,0,0,424986,424486,425434,424765,425139,424866,97,126,142,120,123,96,0.01057,0.02114
0,0,0,0,0,0,425267,424898,425177,424845,424933,425353,94,128,109,127,119,120,0.005225,0.01045
0,0,0,0,0,0,425408,425664,425039,425278,425652,425075,98,141,127,146,107,98,0.005245,0.01049
0,0,0,0,0,0,425505,425464,425891,425259,425164,425031,119,130,97,127,105,103,0.01056,0.02112
0,0,0,0,0,0,425388,425421,424980,425560,424935,425579,133,113,112,105,116,116,0.00938,0.01876
0,0,0,0,0,0,424755,424474,424417,424931,424917,425018,104,143,98,92,130,111,0.00527,0.01054
300.849,451.273,376.061,601.698,150.424,225.637,423426,422973,422997,423440,423051,423640,113,130,105,127,109,150,0.008925,0.01785
276157,414235,345196,552314,138078,207118,422015,422194,421880,422244,422465,421592,149,97,97,110,90,144,0.01214,0.02428
1131130,1696690,1413910,2262250,565564,848345,422829,423008,422582,423050,422813,422919,128,90,102,91,149,111,0.01269,0.02538
1841290,2761930,2301610,3682580,920645,1380970,423400,423835,423035,423845,423521,423826,131,131,135,100,96,116,0.01269,0.02538
2376750,3565130,2970940,4753510,1188380,1782570,423178,423061,423461,423139,423592,423608,145,128,94,127,109,138,0.012505,0.02501
3012970,4519450,3766210,6025930,1506480,2259720,423697,423716,423652,424138,423214,423627,112,117,117,115,148,149,0.010435,0.02087
2716490,4074730,3395610,5432970,1358240,2037370,423652,423983,423501,423473,423746,423658,142,125,148,124,111,108,0.012745,0.02549
1714270,2571410,2142840,3428540,857135,1285700,424183,423717,424135,424143,424405,424515,138,91,104,134,100,125,0.011605,0.02321
853765,1280650,1067210,1707530,426882,640324,423689,423242,423998,423706,423686,424109,116,111,102,112,150,123,0.01204,0.02408
239849,359774,299812,479699,119925,179887,422894,422924,423326,423056,422447,422996,94,142,131,112,97,98,0.009505,0.01901
66336.6,99505,82920.8,132673,33168.3,49752.5,420479,420650,420631,420381,420421,420703,120,112,94,112,92,120,0.01213,0.02426
0,0,0,0,0,0,416827,416334,416542,416933,416846,416846,119,130,142,95,148,120,0.009675,0.01935
0,0,0,0,0,0,417481,417364,417661,417968,417753,417472,117,125,99,125,137,134,0.053325,0.10665
0,0,0,0,0,0,418296,417862,418705,417946,417861,417957,120,93,97,115,103,95,0.017705,0.03541
0,0,0,0,0,0,419302,419219,419052,419472,419245,419779,135,135,139,96,96,103,0.019205,0.03841
0,0,0,0,0,0,419899,420086,420260,419743,420377,419973,146,107,147,109,105,100,0.011995,0.02399
0,0,0,0,0,0,421773,421862,421744,421815,421741,421546,108,117,92,131,116,113,0.011285,0.02257
0,0,0,0,0,0,423679,424110,423685,423702,423508,423710,98,100,93,124,104,112,0.01147,0.02294
