0,0,0,0,0,0,423952,423864,424216,423509,423497,423790,118,106,103,100,112,125,0.015115,0.03023
0,0,0,0,0,0,424560,424902,424690,425047,424101,424391,112,100,144,96,106,115,0.01441,0.02882
0,0,0,0,0,0,424936,424705,424650,424978,424589,424491,93,122,150,112,139,138,0.01527,0.03054
0,0,0,0,0,0,424999,424914,424712,424500,425266,425072,94,94,98,124,104,119,0.01239,0.02478
0,0,0,0,0,0,425064,425101,424645,425421,424625,425049,102,150,117,148,130,132,0.014925,0.02985
0,0,0,0,0,0,424911,424879,424800,424440,424930,424613,124,135,132,104,110,139,0.015105,0.03021
1762.19,2643.29,2202.74,3524.39,881.097,1321.65,424392,424179,424845,424269,424822,424006,140,97,107,91,121,123,0.018805,0.03761
284517,426775,355646,569033,142258,213388,423136,422814,423584,423126,422856,423611,115,100,114,91,117,107,0.018555,0.03711
1130230,1695350,1412790,2260460,565115,847673,422322,421975,422212,422398,422026,422687,141,115,135,144,127,125,0.015015,0.03003
2287300,3430940,2859120,4574590,1143650,1715470,421218,421290,420987,421457,420807,421210,107,137,91,144,130,118,0.015585,0.03117
2834480,4251720,3543100,5668960,1417240,2125860,422576,422879,422768,422756,422776,422443,101,103,108,145,91,144,0.014565,0.02913
2814360,4221540,3517950,5628720,1407180,2110770,422281,421814,422065,422317,422488,422586,111,116,101,123,139,116,0.014255,0.02851
2522800,3784190,3153500,5045590,1261400,1892100,422497,422531,422774,422032,422492,422159,146,92,139,100,113,105,0.01135,0.0227
2269390,3404080,2836740,4538780,1134690,1702040,422188,422186,422472,421810,421950,421847,125,146,106,119,123,118,0.01027,0.02054
1331310,1996960,1664130,2662610,665653,998481,422542,422998,422464,423016,422754,422099,112,96,133,139,149,90,0.010295,0.02059
347453,521180,434317,694907,173727,260590,421613,421862,421395,421301,421491,421262,118,106,114,147,135,130,0.01217,0.02434
96667.1,145001,120834,193334,48333.6,72500.3,420029,420084,419723,419880,419729,419997,128,119,137,125,138,95,0.01261,0.02522
0,0,0,0,0,0,418055,418446,417566,418169,417787,417935,147,138,134,123,136,124,0.015745,0.03149
0,0,0,0,0,0,417894,418019,417586,418002,417830,418278,114,105,125,118,117,131,0.01994,0.03988
0,0,0,0,0,0,418509,418851,418993,418135,418478,418433,93,103,128,135,114,130,0.0191,0.0382
0,0,0,0,0,0,419257,418916,419001,419310,419619,419169,117,107,138,110,104,135,0.018035,0.03607
0,0,0,0,0,0,420257,419969,420577,420711,420735,420408,126,113,90,100,132,129,0.017215,0.03443
0,0,0,0,0,0,420585,420800,420221,420442,420529,420393,135,102,128,121,103,149,0.01619,0.03238
0,0,0,0,0,0,423382,423012,423280,423720,422916,422942,142,146,111,113,130,107,0.013345,0.02669
