0,0,0,0,0,0,423574,423165,423675,424049,423598,423889,97,136,118,140,114,137,0.000305,0.00061
0,0,0,0,0,0,424562,424336,424239,424321,424093,424960,96,127,120,148,106,90,0.012455,0.02491
0,0,0,0,0,0,424936,424439,425265,424687,425189,425356,130,125,122,90,110,95,0.011845,0.02369
0,0,0,0,0,0,424999,424913,424656,424923,425091,425401,140,111,109,108,108,93,0.013085,0.02617
0,0,0,0,0,0,425064,424590,425552,425377,425387,425334,125,145,142,117,131,146,0.010495,0.02099
0,0,0,0,0,0,424909,425119,424666,425307,424738,424579,130,102,98,144,148,103,0.011115,0.02223
2182.31,3273.46,2727.88,4364.62,1091.15,1636.73,424392,424830,424125,424136,424124,424465,149,96,114,141,137,137,0.02046,0.04092
273073,409609,341340,546145,136536,204804,423494,423234,423095,423755,423531,423025,91,138,113,105,145,105,0.017965,0.03593
917411,1376120,1146760,1834820,458706,688058,422331,422012,422050,422526,422262,422635,146,132,141,134,91,107,0.015895,0.03179
1518820,2278230,1898530,3037650,759411,1139120,421883,421700,422018,421835,421786,421905,101,91,93,141,149,135,0.02571,0.05142
1907930,2861900,2384920,3815870,953967,1430950,422052,422439,422248,421815,422540,422414,149,135,117,115,93,108,0.015035,0.03007
2030070,3045110,2537590,4060140,1015040,1522550,421782,421934,422077,421948,422249,421559,121,96,136,133,115,118,0.016405,0.03281
1901260,2851890,2376570,3802510,950629,1425940,422497,422147,422693,422113,422848,422867,107,144,107,114,99,145,0.01554,0.03108
1520460,2280690,1900580,3040920,760231,1140350,422188,422370,422441,421897,422556,422275,133,129,148,122,138,146,0.01513,0.03026
888603,1332900,1110750,1777210,444301,666452,422542,422428,422712,422155,422353,422431,126,111,150,122,90,144,0.01982,0.03964
246340,369511,307926,492681,123170,184755,421613,421501,421747,421660,421261,421925,141,113,150,95,126,105,0.01685,0.0337
80733.1,121100,100916,161466,40366.5,60549.8,420116,420116,419672,419622,420614,420142,140,103,135,114,146,135,0.016715,0.03343
0,0,0,0,0,0,417968,417615,418066,417644,418108,418408,130,110,111,137,96,131,0.03166,0.06332
0,0,0,0,0,0,417897,417984,417624,417996,417865,417817,134,91,138,106,123,118,0.02544,0.05088
0,0,0,0,0,0,418509,418855,418328,418441,418941,418589,129,145,102,108,94,118,0.02225,0.0445
0,0,0,0,0,0,419548,419638,419748,419130,419739,419797,111,137,126,101,123,102,0.02257,0.04514
0,0,0,0,0,0,419971,420427,419588,420159,420287,420352,122,114,123,136,113,120,0.02005,0.0401
0,0,0,0,0,0,421609,421665,421872,421484,421651,421447,130,134,105,127,119,144,0.01448,0.02896
0,0,0,0,0,0,422485,422133,422511,422822,422558,422174,109,140,102,129,113,140,0.014925,0.02985
